lemma,score
одобрять,2
поддержка,2
подтверждать,2
враг,-2
враг,-2
энергичный,2
заниматься,1
зацеплять,1
поглощать,1
наслаждаться,2
наслаждаться,2
пользоваться,2
просвечивать,2
просвещивать,2
поучительный,2
просветлять,2
скука,-2
бесить,-2
разъярять,-2
бесить,-2
яростной,-2
восхищать,3
порабощать,-2
порабощать,-2
порабощать,-2
обеспечивать,1
обеспечение,1
предприимчивый,1
развлекательный,2
увлекавать,3
восторжать,3
озаглавливать,1
доверять,2
завидовать,-1
завистливый,-2
зависть,-1
завидуть,-1
ошибочный,-2
ошибка,-2
ошибка,-2
побег,-1
ускользать,-1
побег,-1
почитать,2
этический,2
эйфория,3
эйфория,4
выселение,-1
зло,-3
преувеличивать,-2
преувеличивать,-2
преувеличивать,-2
преувеличивать,-2
раздражать,2
превосходство,3
отлично,3
возбуждать,3
в,3
волнение,3
захватывающе,3
исключать,-1
исключать,-2
исключение,-1
эксклюзивный,2
оправдание,-1
освобождать,-1
измучивать,-2
подвыпить,3
exhilarates,3
волновать,3
реабилитировать,2
реабилитировать,2
реабилитировать,2
реабилитировать,2
расширять,1
раскрывать,1
высылать,-2
исключать,-2
изгнание,-2
вытеснять,-2
эксплуатировать,-2
эксплуатируемый,-2
эксплуатация,-2
подвиг,-2
исследование,1
исследование,1
разоблачать,-1
подвергаться,-1
разоблачение,-1
подвергать,-1
простираться,1
продолжаться,1
буйный,4
ликующий,3
ликующе,3
невероятный,4
прихоть,-2
пидор,-3
педик,-3
педика,-3
потерпеть,-2
не,-2
провал,-2
терпеть,-2
отказ,-2
неудача,-2
малодушный,-2
справедливый,2
вера,1
верный,3
не,-3
подделка,-3
фальсифицирующий,-3
падать,-2
падение,-1
фальсифицировать,-3
фальсифицировать,-3
известность,1
поклонник,3
фантастика,4
фарс,-1
очаровывать,3
очаровывать,3
очаровывать,3
очаровательный,3
фашист,-2
фашист,-2
с,-3
фатальность,-3
усталость,-2
усталый,-2
переутомление,-2
утомительный,-2
благоприятствовать,2
благоприятствование,2
любить,2
добавлять,2
избрывать,2
благосклонность,2
страх,-2
напугать,-2
опасаться,-2
бесстрашный,2
грозный,-2
надоедать,-3
слабый,-2
чувство,1
фелония,-3
фелония,-3
пылкий,2
пылкий,2
праздничный,2
фиаско,-3
вертлявый,-2
борьба,-1
отлично,2
огонь,-2
увольнять,-2
обжиг,-2
поместиться,1
фитнес,1
флагман,2
спасать,-1
провал,-2
плюхаться,-2
грипп,-2
возбуждать,-2
сосредоточивать,2
любить,2
любовь,2
дурачать,-2
глупый,-2
дурак,-2
принудительный,-1
лишение,-2
потеря,-2
забывать,-1
забывчивый,-2
прощать,1
всепрощать,1
забывать,-1
удачливый,2
неистовый,-1
мошенничество,-4
мошенник,-4
мошенник,-4
мошенник,-4
мошенничество,-4
мошеннический,-4
свободно,1
свобода,2
неистовство,-3
свежий,1
дружелюбный,2
испуг,-2
испугывать,-2
пугать,-3
frikiн-лат,-2
резвый,2
угрожать,-1
срывать,-2
несостояться,-2
расстраять,-2
разочаровывать,-2
разочарование,-2
FTW,3
Блядь,-4
трахал,-4
Подонка,-4
лох,-4
fuckface,-4
fuckhead,-4
черт,-4
fucktard,-4
fud,-3
fuked,-4
fuking,-4
выполнять,2
выполнять,2
отрабатывать,2
дымящ,-2
весело,4
похороны,-1
похороны,-1
трусливый,2
смешной,4
веселый,4
яростный,-3
бесполезный,2
кляп,-2
кляп,-2
усиление,2
получать,2
получение,2
доход,2
галантный,3
галантно,3
галантность,3
великодушный,2
добродушный,3
призрак,-1
головокружительный,-2
подарок,2
довольный,3
обаятельный,3
гламурный,3
ликование,3
ликующий,3
мрачность,-1
мрачный,-2
славный,2
слава,2
угрють,-2
бог,1
проклятие,-3
находка,4
хорошо,3
доброта,3
грейс,1
милостивый,3
большой,3
даровать,1
предоставлять,1
предоставление,1
грант,1
благодарный,3
удовлетворение,2
могила,-2
серый,-1
великий,3
большой,3
великий,3
жадность,-3
жадный,-2
зеленый,-3
зеленый,-3
зеленый,-3
greenwasher,-3
greenwashers,-3
Greenwashing,-3
приветствовать,1
встречать,1
приветствие,1
привать,2
поздравлять,1
серый,-1
горе,-2
огорчать,-2
валовой,-2
рост,1
рост,2
гарантия,1
вина,-3
виновный,-3
доверчивость,-2
легковерный,-2
пистолет,-1
х,2
взломан,-1
ха-х,3
хахах,3
hahahah,3
град,2
расценивать,2
незадачливый,-2
haplessness,-2
счастье,3
счастливый,3
жесткий,-1
выносливо,2
лишение,-2
выносливый,2
вред,-2
вред,-2
вредный,-2
вредный,-2
Хармс,-2
затравлать,-2
суровый,-2
суровей,-2
жесткий,-2
ненавидеть,-3
ненавистный,-3
ненавистник,-3
ненавидеть,-3
ненавидь,-3
преследовать,-1
часто,-2
преследовать,1
прибежище,-1
опустошение,-2
здоровый,2
душераздирать,-3
убивать,-3
чувствовать,3
небо,2
небесный,4
heavyhearted,-2
ада,-4
помогать,2
полезный,2
помощь,2
беспомощный,-2
помогать,2
герой,2
герой,2
героический,3
колеблться,-2
колебаться,-2
прятаться,-1
скрывать,-1
шкура,-1
прятаться,-1
основной,2
веселый,2
помеха,-2
обман,-2
тосковать,-2
честный,2
честь,2
заслуживать,2
акцептование,2
честь,2
заслуживать,2
акцептование,2
хулиган,-2
хулиганство,-2
хулиган,-2
надежда,2
многообещающий,2
с,2
безнадежный,-2
безнадежность,-2
надеяться,2
надеяться,2
устрашать,-3
какой,-3
ужасать,-3
в,-3
враждебный,-2
торгаша,-2
объятие,2
огромный,1
объятие,2
humerous,3
унижать,-3
унижение,-3
юмор,2
юмористический,2
юмор,2
юмористический,2
голод,-2
ур,5
причинять,-2
больно,-2
болит,-2
лицемерный,-2
истерия,-3
истеричный,-3
истерика,-3
идиот,-3
идиотский,-3
невежество,-2
невежественный,-2
игнорировать,-1
игнорировать,-2
игнорировать,-1
больной,-2
нелегальный,-3
неграмотность,-2
болезнь,-2
болезнь,-2
слабоумный,-3
иммобилизовать,-1
бессмертный,2
иммунный,1
нетерпеливый,-2
несовершенный,-2
важность,2
важный,2
облагать,-1
наложать,-1
навязывать,-1
внушительный,-1
бессильный,-2
впечатление,3
впечатлять,3
впечатлять,3
впечатлять,3
в,-2
улучшать,2
улучшать,2
улучшение,2
улучшать,2
улучшение,2
неспособность,-2
в,-2
неадекватный,-2
неспособный,-2
недееспособный,-2
разгневать,-2
некомпетентность,-2
некомпетентный,-2
невнимательный,-2
неудобство,-2
неудобный,-2
увеличение,1
вырастать,1
нерешительный,-2
нерушимый,2
равнодушие,-2
в,-2
возмущать,-2
возмущение,-2
внушать,-2
внушать,-2
наставлять,-2
индоктринация,-2
неэффективный,-2
безрезультатно,-2
увлечать,2
безрассудный,2
инфицировать,-2
низший,-2
воспалать,-2
влиятельный,2
нарушение,-2
взбесить,-2
разъярять,-2
бесить,-2
приводить,-2
препятствовать,-1
пострадавший,-2
травма,-2
несправедливость,-2
вводить,1
инноваци,1
инновация,1
инновационный,2
инквизиция,-2
любознательный,2
ненормальный,-2
невменяемость,-2
небезопасный,-2
нечувствительный,-2
нечувствительность,-2
незначительный,-2
пресный,-2
вдохновение,2
вдохновлять,2
внушать,2
вдохновать,2
окрылять,2
вдохновлять,3
оскорбление,-2
оскорблять,-2
оскорбительный,-2
инсульта,-2
неповрежденный,2
целостность,2
умный,2
интенсивный,1
интерес,1
заинтересовывать,2
интересный,2
интерес,1
допросить,-2
прерывание,-2
прервать,-2
прерывать,-2
прерывание,-2
прерывание,-2
запугивать,-2
пугать,-2
запугивать,-2
пугать,-2
устрашение,-2
запутывать,2
козни,1
непобедимый,2
приглашать,1
манящий,1
неуязвимый,2
разгневать,-3
иронический,-1
ирония,-1
иррациональный,-1
непреодолимый,2
нерешительный,-2
безответственный,2
необратимый,-1
раздражать,-3
раздражать,-3
раздражать,-3
изолировать,-1
зудеть,-2
болван,-4
осел,-4
в,-2
бойкий,2
ревнивый,-2
подсудность,-2
придурка,-3
Иисус,1
драгоценный,1
ювелирный,1
шутливый,2
присоединяться,1
шутка,2
шутка,2
веселый,2
веселый,2
радость,3
радостный,3
радостно,3
безрадостный,-2
радостный,3
ликующий,3
скачуть,-1
справедливость,2
оправданне,2
оправдывать,2
острый,1
убийство,-3
убивать,-3
убийство,-3
убийство,-3
свой,2
добрея,2
целовать,2
почет,3
отсутствие,-2
апатичный,-2
запаздывание,-1
отставать,-2
отставать,-2
лаг,-2
лама,-2
ориентир,2
смех,1
рассмеяться,1
сметь,1
смеяться,1
смеяться,1
запускать,1
Lawl,3
судебный,-2
иск,-2
ленивый,-1
утечка,-1
утечка,-1
оставлять,-1
правовой,1
юридически,1
снисходительный,1
летаргический,-2
вялость,-2
лжец,-3
лжец,-3
клеветнический,-2
солгать,-2
спасатель,4
беззаботный,1
как,2
понравиться,2
нравиться,2
ограничение,-1
ограничивать,-1
предел,-1
судебный,-1
сутяжнический,-2
оживлять,2
синеватый,-2
LMAO,4
LMFAO,4
ненавидеть,-3
ненавидель,-3
презирать,-3
ненависть,-3
лобби,-2
лоббирование,-2
лол,3
одинокий,-2
унылый,-2
желание,-1
ткацкий,-1
маячить,-1
надвигаться,-1
ткацкий,-1
свободный,-3
терять,-3
неудачник,-3
проигрыш,-3
потеря,-3
терять,-3
привлекательный,3
любль,3
любить,3
красотка,3
прекрасный,3
любить,2
низший,-1
верный,3
лояльность,3
везение,3
к,3
везучие,3
траурный,-2
помешывать,-3
лунатика,-3
таиться,-1
скрываться,-1
подстерегать,-1
сумасшедший,-3
сводить,-3
выдумывать,-1
безумно,-3
безумие,-3
обязательный,-1
манипулировать,-1
манипуляционный,-1
манипуляция,-1
диво,3
дивный,3
чудо,3
шедевр,4
шедевр,4
дело,1
вопрос,1
зрелый,2
значить,2
бессмысленный,-2
медаль,3
посредственность,-3
созерцательный,1
меланхолия,-2
угроза,-2
под,-2
милость,2
веселый,3
беспорядки,-2
перепутаться,-2
портить,-2
методический,2
бессмысленный,-2
чудо,4
веселье,3
веселый,3
mirthfully,3
дурно,-2
вспылить,-2
плохо,-2
сбой,-2
несчатье,-1
шалость,-1
несчастный,-3
нищета,-2
опасение,-2
дезинформация,-2
дезинформировать,-2
неправильный,-2
вводить,-3
неправильно,-1
недостоверный,-2
введение,-2
Мисс,-2
пропускать,-2
отсутствовать,-2
ошибка,-2
ошибочный,-2
ошибка,-2
путать,-2
неправильно,-2
недоразумение,-2
неправильно,-2
неправильно,-2
стон,-2
простонал,-2
стонать,-2
стон,-2
издеваться,-2
издеваться,-2
осмеяние,-2
издеваться,-2
спекуляция,-2
монополизировать,-2
монополизировать,-2
монополизировать,-2
монополизировать,-2
капризный,-1
киснуть,-1
хандрить,-1
придурка,-3
ублюдок,-5
ублюдок,-5
мотивировать,1
мотивировать,2
мотивировать,2
мотивация,1
оплакивать,-2
оплакивать,-2
скорбный,-2
траура,-2
оплакивать,-2
надутый,-2
убийство,-2
убийца,-2
совершение,-3
убийствать,-3
убийство,-2
миф,-1
n00b,-2
наивный,-2
противный,-3
натуральный,1
нуждаться,-2
отрицательный,-2
отрицательность,-2
пренебреженье,-2
пренебрегать,-2
пренебрегать,-2
упущение,-2
нерв,-1
нервный,-2
нервно,-2
хороший,3
щегольска,2
ниггер,-5
негр,-5
нет,-1
не,-3
благородный,2
шумный,-1
бред,-2
новичок,-2
пронырливый,-2
нехорошо,-2
не,-3
печально,-2
роман,2
оцепенелый,-1
орешка,-3
уничтожать,-2
стираться,-2
противный,-3
непристойный,-2
одержить,2
устарелый,-2
препятствие,-2
препятствие,-2
упрять,-2
странный,-2
обижать,-2
обижать,-2
правонарушитель,-2
оскорбительный,-2
обижать,-2
не,-1
oK,2
угрожать,3
один,3
возможность,2
возможность,2
угнетять,-2
гнетущий,-2
оптимизм,2
оптимистичный,2
optionless,-2
выкрик,-2
перехитрить,-2
безобразие,-3
возмущать,-3
пропаганда,2
выдающийся,5
вне,4
перегрузка,-1
упускать,-1
слишком,-2
переусердствовать,-2
гиперреакция,-2
болезненно,-2
продавать,-2
перепроданность,-2
oversells,-2
упрощение,-2
слишком,-2
огрублять,-2
упрощать,-2
завышение,-2
преувеличение,-2
избыточный,-1
оксюморона,-1
боль,-2
страдальческий,-2
паника,-3
панический,-3
паниковать,-3
рай,3
парадокс,-1
помилование,2
помиловать,2
помилование,2
помилование,2
переговоры,-1
страстный,2
пассивный,-1
пассивно,-1
жалкий,-2
платить,-1
мир,2
мирный,2
мирно,2
штраф,-2
задумчивый,-1
идеально,3
совершенствовать,2
в,3
совершенствовать,2
подвергать,-2
лжесвидетельство,-3
нарушитель,-2
исполнитель,-2
недоумевать,-2
преследовать,-2
преследовать,-2
гонять,-2
гонить,-2
возмущать,-2
надоедливый,-2
пессимизм,-2
пессимистический,-2
окаменевать,-2
фобический,-2
колоритный,2
наложение,-1
пикировать,-2
возбуждать,-2
ссать,-4
пьяный,-4
ссание,-3
жалобный,-2
жалеть,-1
жалость,-2
игривый,2
приятный,3
пожалуйста,1
довольный,3
удовольствие,3
балансировать,-2
яд,-2
отравлять,-2
яд,-2
загрязнять,-2
загрязнять,-2
источник,-2
загрязнитель,-2
загрязнять,-2
бедный,-2
бедный,-2
бедный,-2
популярный,3
положительный,2
положительно,2
притяжательный,-2
откладывать,-1
откладывать,-1
отодвигать,-1
отсрочка,-1
бедность,-1
мощный,2
бессильный,-2
хвалить,3
хвалить,3
хвалить,3
восхваление,3
молиться,1
молиться,1
молитва,1
prblm,-2
prblms,-2
подготавливать,1
давление,-1
давление,-2
делать,-1
претендовать,-1
симулировать,-1
симпатичный,1
не,-1
предотвращать,-1
предотвращение,-1
предотвращать,-1
колоть,-5
тюрьма,-2
заключенный,-2
заключенный,-2
привилегировать,2
упреждать,2
проблема,-2
проблема,-2
спекулянт,-2
прогресс,2
видный,2
обещание,1
обещать,1
обещание,1
содействовать,1
способствовать,1
способствовать,1
содействие,1
пропаганда,-2
преследовать,-1
преследовать,-2
преследовать,-1
судебный,-1
перспектива,1
перспектива,1
процветать,3
защищать,1
защищать,1
защищать,1
акция,-2
протестуть,-2
протестуть,-2
протест,-2
гордый,2
гордо,2
провоцировать,-1
провоцировать,-1
провоцировать,-1
провоцировать,-1
псевдонаука,-3
наказывать,-2
наказывать,-2
наказывать,-2
карательный,-2
напорисвать,-1
недоумевать,-2
дрожать,-2
под,-2
сомнение,-1
вопрошающий,-1
расизм,-3
расист,-3
расист,-3
ярость,-2
бушевать,-2
дождливый,-1
декламация,-3
пустосел,-3
крикун,-3
тирада,-3
изнасилование,-4
насильник,-4
упоение,2
возносить,2
восторг,2
восторжать,4
сыпь,-2
ратифицировать,2
достигать,1
достигать,1
достигать,1
достижение,1
успокаивать,1
успокаивать,1
успокаивать,1
обнадеживать,2
бунт,-2
спад,-2
опрометчивый,-2
рекомендовать,2
рекомендовать,2
рекомендовать,2
погашать,2
отказываться,-2
отказываться,-2
отказываться,-2
сожаление,-2
опечаливать,-2
сожаление,-2
сожалеть,-2
сожалее,-2
отклонять,-1
отвергать,-1
отвергать,-1
отвергать,-1
радоваться,4
возрадоваться,4
ликовать,4
радость,4
расслаблять,2
неослабевающий,-1
уверенный,2
освобождать,1
облегчение,2
рельеф,1
освобождать,2
смаковать,2
замечательный,2
раскаяние,-2
отпор,-1
отбит,-2
спасение,2
спасать,2
выручать,2
обижать,-2
в,-1
подавать,-1
в,-1
уходить,-1
решительный,2
разрешать,2
решать,2
сборника,2
решение,2
уважать,2
ответственность,2
отзывчивый,2
